task,model,N,m,n_seeds,mean_reported,mean_true,bias,bias_se,item_bias,pool_bias,regret,regret_se,bias_lo,bias_hi,bias_adj,regret_lo,regret_hi,split_offset
sst2,meta-llama/Llama-3.2-3B-Instruct,1,20,500,0.8529,0.8609533333333332,-0.008053333333333334,0.0033806888158028005,-0.0016266666666666686,-0.006426666666666666,0.0,0.0,-0.013614666666666667,-0.002671999999999999,-0.0028332075471700687,0.0,0.0,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,1,50,500,0.8596,0.8610666666666666,-0.0014666666666666667,0.0020825236903701757,0.004213333333333331,-0.005679999999999997,0.0,0.0,-0.004913666666666665,0.002080666666666667,0.003753459119496599,0.0,0.0,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,1,100,500,0.86034,0.8656266666666667,-0.00528666666666666,0.0014818925173872767,0.0003333333333333366,-0.005619999999999996,0.0,0.0,-0.00773366666666666,-0.002899666666666661,-6.65408805033945e-05,0.0,0.0,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,1,200,500,0.8556800000000001,0.8623933333333335,-0.006713333333333324,0.0008930170728031854,-0.0005866666666666565,-0.006126666666666667,0.0,0.0,-0.008183833333333324,-0.005229999999999991,-0.0014932075471700583,0.0,0.0,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,5,20,500,0.9282,0.8988933333333334,0.029306666666666658,0.0027264864306489815,0.03261333333333332,-0.0033066666666666687,0.01897333333333334,0.001132003778260869,0.025012999999999987,0.033720666666666656,0.03452679245282993,0.017186333333333338,0.020880000000000003,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,5,50,500,0.9171600000000001,0.9057533333333333,0.011406666666666662,0.001682343876081919,0.015613333333333326,-0.004206666666666663,0.012693333333333343,0.000729490386200002,0.00862,0.014173666666666663,0.016626792452829928,0.011533000000000009,0.013933333333333343,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,5,100,500,0.91418,0.9088266666666666,0.005353333333333348,0.0011261428940671507,0.00820666666666668,-0.002853333333333332,0.008826666666666675,0.000579930354620448,0.003486666666666682,0.00718666666666668,0.010573459119496614,0.007833000000000007,0.009773333333333344,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,5,200,500,0.90996,0.9096533333333334,0.0003066666666666984,0.000724580914508523,0.0013533333333333594,-0.0010466666666666608,0.00734000000000001,0.000464964832758905,-0.0008734999999999721,0.0014666666666666968,0.005526792452829964,0.006586666666666676,0.008087000000000013,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,10,20,500,0.9405,0.9021933333333334,0.03830666666666665,0.002395358162341539,0.04286666666666665,-0.004559999999999997,0.02310000000000001,0.0010790726037933705,0.03406633333333332,0.04218666666666665,0.043526792452829914,0.021326666666666674,0.024860333333333345,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,10,50,500,0.9266,0.9089400000000001,0.017659999999999988,0.0015459502118270914,0.021559999999999992,-0.0038999999999999994,0.01742000000000001,0.0007379239928298469,0.015025999999999992,0.020081333333333323,0.022880125786163254,0.016213000000000012,0.018600333333333344,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,10,100,500,0.92262,0.9121533333333333,0.01046666666666668,0.0011404234194349195,0.012553333333333338,-0.0020866666666666607,0.013553333333333346,0.0006202556558401127,0.008586333333333347,0.012253333333333342,0.015686792452829945,0.01252666666666668,0.014566666666666681,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,10,200,500,0.91814,0.9139533333333334,0.0041866666666667,0.0007280746656565354,0.004186666666666694,5.3290705182007515e-18,0.011640000000000011,0.0005322370161606883,0.0030361666666666965,0.005393666666666699,0.009406792452829965,0.010739666666666679,0.012520333333333347,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,25,20,500,0.9567,0.902,0.054699999999999985,0.002198367342205548,0.05940666666666665,-0.0047066666666666646,0.029713333333333338,0.0010919698799232245,0.051166666666666645,0.058587333333333325,0.05992012578616325,0.02796633333333334,0.031540333333333344,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,25,50,500,0.94172,0.9095799999999999,0.03213999999999998,0.0015002548287957184,0.035433333333333324,-0.0032933333333333334,0.022106666666666674,0.0007857642322192123,0.02957966666666665,0.03453366666666665,0.03736012578616325,0.02082000000000001,0.023340000000000007,-0.0052201257861632655
